state,year,tempf,tempc
Nebraska,1941,49.6583,9.8102
Nebraska,1942,48.2250,9.0139
Nebraska,1943,48.9917,9.4398
Nebraska,1944,47.7833,8.7685
Nebraska,1945,47.6667,8.7037
Nebraska,1946,50.4417,10.2454
Nebraska,1947,48.3083,9.0602
Nebraska,1948,48.2500,9.0278
Nebraska,1949,47.6333,8.6852
Nebraska,1950,46.3333,7.9630
Nebraska,1951,45.5000,7.5000
Nebraska,1952,48.6250,9.2361
Nebraska,1953,50.2333,10.1296
Nebraska,1954,50.7667,10.4259
Nebraska,1955,48.2417,9.0231
Nebraska,1956,49.2750,9.5972
Nebraska,1957,47.9583,8.8657
Nebraska,1958,47.8583,8.8102
Nebraska,1959,47.9750,8.8750
Nebraska,1960,46.9500,8.3056
Nebraska,1961,47.7250,8.7361
Nebraska,1962,48.1500,8.9722
Nebraska,1963,50.0667,10.0370
Nebraska,1964,48.5917,9.2176
Nebraska,1965,47.7917,8.7731
Nebraska,1966,47.4500,8.5833
Nebraska,1967,48.0250,8.9028
Nebraska,1968,48.0167,8.8981
Nebraska,1969,47.3667,8.5370
Nebraska,1970,48.2500,9.0278
Nebraska,1971,48.0250,8.9028
Nebraska,1972,47.2000,8.4444
Nebraska,1973,48.6583,9.2546
Nebraska,1974,49.2417,9.5787
Nebraska,1975,47.7333,8.7407
Nebraska,1976,48.9667,9.4259
Nebraska,1977,49.8083,9.8935
Nebraska,1978,46.1250,7.8472
Nebraska,1979,46.5167,8.0648
Nebraska,1980,49.5000,9.7222
Nebraska,1981,50.4667,10.2593
Nebraska,1982,47.0333,8.3519
Nebraska,1983,47.9083,8.8380
Nebraska,1984,48.2417,9.0231
Nebraska,1985,46.7583,8.1991
Nebraska,1986,50.2500,10.1389
Nebraska,1987,50.7917,10.4398
Nebraska,1988,49.5917,9.7731
Nebraska,1989,47.9833,8.8796
Nebraska,1990,49.9917,9.9954
Nebraska,1991,50.1167,10.0648
Nebraska,1992,48.9250,9.4028
Nebraska,1993,45.9917,7.7731
Nebraska,1994,49.2333,9.5741
Nebraska,1995,48.5583,9.1991
Nebraska,1996,46.6083,8.1157
Nebraska,1997,48.6333,9.2407
Nebraska,1998,50.6083,10.3380
Nebraska,1999,50.9750,10.5417
Nebraska,2000,49.9250,9.9583
Nebraska,2001,50.3333,10.1852
Nebraska,2002,50.0083,10.0046
Nebraska,2003,49.7833,9.8796
Nebraska,2004,49.8083,9.8935
Nebraska,2005,50.7000,10.3889
Nebraska,2006,51.1083,10.6157
Nebraska,2007,49.9583,9.9769
Nebraska,2008,47.6917,8.7176
Nebraska,2009,47.6000,8.6667
Nebraska,2010,49.3417,9.6343
Nebraska,2011,48.7833,9.3241
Nebraska,2012,52.7167,11.5093
Nebraska,2013,48.4583,9.1435
Nebraska,2014,48.0167,8.8981
Nebraska,2015,50.8083,10.4491
Nebraska,2016,51.6500,10.9167
Nebraska,2017,50.6750,10.3750
Nebraska,2018,48.2583,9.0324
Nebraska,2019,47.4750,8.5972
Nevada,1895,48.2333,9.0185
Nevada,1896,49.7500,9.8611
Nevada,1897,48.7167,9.2870
Nevada,1898,48.5167,9.1759
Nevada,1899,48.7250,9.2917
Nevada,1900,50.3500,10.1944
Nevada,1901,49.8333,9.9074
Nevada,1902,48.9000,9.3889
Nevada,1903,48.1333,8.9630
Nevada,1904,49.7000,9.8333
Nevada,1905,48.6000,9.2222
Nevada,1906,48.9083,9.3935
Nevada,1907,48.9083,9.3935
Nevada,1908,48.5083,9.1713
Nevada,1909,49.0500,9.4722
Nevada,1910,50.3917,10.2176
Nevada,1911,47.5083,8.6157
Nevada,1912,47.6167,8.6759
Nevada,1913,47.7500,8.7500
Nevada,1914,49.7333,9.8519
Nevada,1915,49.5917,9.7731
Nevada,1916,47.7000,8.7222
Nevada,1917,48.1417,8.9676
Nevada,1918,49.3750,9.6528
Nevada,1919,49.2333,9.5741
Nevada,1920,48.9333,9.4074
Nevada,1921,51.1750,10.6528
Nevada,1922,48.0250,8.9028
Nevada,1923,48.0750,8.9306
Nevada,1924,48.9333,9.4074
Nevada,1925,49.9917,9.9954
Nevada,1926,51.5250,10.8472
Nevada,1927,49.8083,9.8935
Nevada,1928,50.0083,10.0046
Nevada,1929,49.2250,9.5694
Nevada,1930,48.7333,9.2963
Nevada,1931,50.2167,10.1204
Nevada,1932,48.0583,8.9213
Nevada,1933,48.7250,9.2917
Nevada,1934,52.9583,11.6435
Nevada,1935,49.1167,9.5093
Nevada,1936,50.4250,10.2361
Nevada,1937,48.6833,9.2685
Nevada,1938,49.1250,9.5139
Nevada,1939,50.3917,10.2176
Nevada,1940,51.4250,10.7917
Nevada,1941,49.0250,9.4583
Nevada,1942,48.9417,9.4120
Nevada,1943,50.2917,10.1620
Nevada,1944,47.2500,8.4722
Nevada,1945,48.5500,9.1944
Nevada,1946,49.0083,9.4491
Nevada,1947,49.5333,9.7407
Nevada,1948,47.8250,8.7917
Nevada,1949,47.6167,8.6759
Nevada,1950,50.5500,10.3056
Nevada,1951,49.1500,9.5278
Nevada,1952,48.6000,9.2222
Nevada,1953,50.0167,10.0093
Nevada,1954,50.3917,10.2176
Nevada,1955,47.7917,8.7731
Nevada,1956,49.1500,9.5278
Nevada,1957,48.7500,9.3056
Nevada,1958,50.9583,10.5324
Nevada,1959,50.3417,10.1898
Nevada,1960,50.1333,10.0741
Nevada,1961,49.9417,9.9676
Nevada,1962,49.5583,9.7546
Nevada,1963,49.8000,9.8889
Nevada,1964,48.1000,8.9444
Nevada,1965,48.6500,9.2500
Nevada,1966,50.0750,10.0417
Nevada,1967,49.5833,9.7685
Nevada,1968,49.5583,9.7546
Nevada,1969,49.7333,9.8519
Nevada,1970,49.2917,9.6065
Nevada,1971,48.3667,9.0926
Nevada,1972,49.3583,9.6435
Nevada,1973,49.3167,9.6204
Nevada,1974,50.1167,10.0648
Nevada,1975,48.2500,9.0278
Nevada,1976,49.5167,9.7315
Nevada,1977,50.3083,10.1713
Nevada,1978,49.3750,9.6528
Nevada,1979,49.6333,9.7963
Nevada,1980,50.3500,10.1944
Nevada,1981,51.8250,11.0139
Nevada,1982,48.1083,8.9491
Nevada,1983,49.4583,9.6991
Nevada,1984,48.7667,9.3148
Nevada,1985,48.6917,9.2731
Nevada,1986,51.4500,10.8056
Nevada,1987,50.5667,10.3148
Nevada,1988,50.6750,10.3750
Nevada,1989,50.1417,10.0787
Nevada,1990,50.0417,10.0231
Nevada,1991,49.8917,9.9398
Nevada,1992,51.3583,10.7546
Nevada,1993,48.6250,9.2361
Nevada,1994,50.7667,10.4259
Nevada,1995,50.9250,10.5139
Nevada,1996,51.5417,10.8565
Nevada,1997,50.5833,10.3241
Nevada,1998,49.1917,9.5509
Nevada,1999,50.5750,10.3194
Nevada,2000,51.4833,10.8241
Nevada,2001,51.5583,10.8657
Nevada,2002,50.8000,10.4444
Nevada,2003,52.2417,11.2454
Nevada,2004,50.8333,10.4630
Nevada,2005,50.6667,10.3704
Nevada,2006,50.7917,10.4398
Nevada,2007,51.5250,10.8472
Nevada,2008,50.4167,10.2315
Nevada,2009,50.3667,10.2037
Nevada,2010,50.0500,10.0278
Nevada,2011,49.5667,9.7593
Nevada,2012,52.3583,11.3102
Nevada,2013,50.4917,10.2731
Nevada,2014,53.0333,11.6852
Nevada,2015,52.8917,11.6065
Nevada,2016,51.9333,11.0741
Nevada,2017,52.2167,11.2315
Nevada,2018,52.0083,11.1157
Nevada,2019,49.8083,9.8935
New Hampshire,1895,41.5333,5.2963
New Hampshire,1896,41.6000,5.3333
New Hampshire,1897,41.9083,5.5046
New Hampshire,1898,42.7833,5.9907
New Hampshire,1899,41.6000,5.3333
New Hampshire,1900,42.0333,5.5741
New Hampshire,1901,41.6417,5.3565
New Hampshire,1902,41.7250,5.4028
New Hampshire,1903,41.5250,5.2917
New Hampshire,1904,38.7750,3.7639
New Hampshire,1905,40.3500,4.6389
New Hampshire,1906,41.6167,5.3426
New Hampshire,1907,39.7917,4.3287
New Hampshire,1908,42.2917,5.7176
New Hampshire,1909,41.5667,5.3148
New Hampshire,1910,42.0667,5.5926
New Hampshire,1911,42.0417,5.5787
New Hampshire,1912,40.8250,4.9028
New Hampshire,1913,43.6083,6.4491
New Hampshire,1914,40.4083,4.6713
New Hampshire,1915,42.8250,6.0139
New Hampshire,1916,41.1333,5.0741
New Hampshire,1917,38.8667,3.8148
New Hampshire,1918,40.9750,4.9861
New Hampshire,1919,42.6917,5.9398
New Hampshire,1920,41.3583,5.1991
New Hampshire,1921,43.6833,6.4907
New Hampshire,1922,41.9917,5.5509
New Hampshire,1923,40.8167,4.8981
New Hampshire,1924,40.6667,4.8148
New Hampshire,1925,41.6417,5.3565
New Hampshire,1926,39.3250,4.0694
New Hampshire,1927,42.5917,5.8843
New Hampshire,1928,42.2833,5.7130
New Hampshire,1929,42.0083,5.5602
New Hampshire,1930,43.0000,6.1111
New Hampshire,1931,44.1083,6.7269
New Hampshire,1932,43.1583,6.1991
New Hampshire,1933,42.3000,5.7222
New Hampshire,1934,41.3083,5.1713
New Hampshire,1935,41.4583,5.2546
New Hampshire,1936,41.8667,5.4815
New Hampshire,1937,43.4083,6.3380
New Hampshire,1938,43.4583,6.3657
New Hampshire,1939,41.5583,5.3102
New Hampshire,1940,40.5500,4.7500
New Hampshire,1941,42.8333,6.0185
New Hampshire,1942,42.9583,6.0880
New Hampshire,1943,40.8583,4.9213
New Hampshire,1944,42.0750,5.5972
New Hampshire,1945,42.5500,5.8611
New Hampshire,1946,43.0333,6.1296
New Hampshire,1947,42.7333,5.9630
New Hampshire,1948,42.2500,5.6944
New Hampshire,1949,45.0750,7.2639
New Hampshire,1950,42.7250,5.9583
New Hampshire,1951,43.1417,6.1898
New Hampshire,1952,43.7333,6.5185
New Hampshire,1953,45.2250,7.3472
New Hampshire,1954,42.6917,5.9398
New Hampshire,1955,43.0250,6.1250
New Hampshire,1956,41.5333,5.2963
New Hampshire,1957,43.3917,6.3287
New Hampshire,1958,41.3083,5.1713
New Hampshire,1959,43.2167,6.2315
New Hampshire,1960,42.6500,5.9167
New Hampshire,1961,42.8500,6.0278
New Hampshire,1962,41.0750,5.0417
New Hampshire,1963,41.8500,5.4722
New Hampshire,1964,42.1583,5.6435
New Hampshire,1965,41.6333,5.3519
New Hampshire,1966,42.3333,5.7407
New Hampshire,1967,41.6417,5.3565
New Hampshire,1968,41.7667,5.4259
New Hampshire,1969,42.7167,5.9537
New Hampshire,1970,42.3250,5.7361
New Hampshire,1971,42.2417,5.6898
New Hampshire,1972,41.1750,5.0972
New Hampshire,1973,44.3917,6.8843
New Hampshire,1974,42.3167,5.7315
New Hampshire,1975,43.3333,6.2963
New Hampshire,1976,41.7250,5.4028
New Hampshire,1977,42.7417,5.9676
New Hampshire,1978,41.1667,5.0926
New Hampshire,1979,43.4750,6.3750
New Hampshire,1980,41.6667,5.3704
New Hampshire,1981,43.2500,6.2500
New Hampshire,1982,42.0417,5.5787
New Hampshire,1983,44.0083,6.6713
New Hampshire,1984,43.5583,6.4213
New Hampshire,1985,42.4250,5.7917
New Hampshire,1986,42.7083,5.9491
New Hampshire,1987,43.0583,6.1435
New Hampshire,1988,42.7250,5.9583
New Hampshire,1989,41.7167,5.3981
New Hampshire,1990,44.9583,7.1991
New Hampshire,1991,44.5250,6.9583
New Hampshire,1992,41.8000,5.4444
New Hampshire,1993,42.5250,5.8472
New Hampshire,1994,42.7083,5.9491
New Hampshire,1995,43.2750,6.2639
New Hampshire,1996,42.9667,6.0926
New Hampshire,1997,42.3000,5.7222
New Hampshire,1998,45.9750,7.7639
New Hampshire,1999,45.3917,7.4398
New Hampshire,2000,42.9917,6.1065
New Hampshire,2001,44.5750,6.9861
New Hampshire,2002,44.5333,6.9630
New Hampshire,2003,42.5000,5.8333
New Hampshire,2004,42.9833,6.1019
New Hampshire,2005,44.0333,6.6852
New Hampshire,2006,45.7833,7.6574
New Hampshire,2007,43.1000,6.1667
New Hampshire,2008,43.8500,6.5833
New Hampshire,2009,42.9667,6.0926
New Hampshire,2010,45.9833,7.7685
New Hampshire,2011,44.9333,7.1852
New Hampshire,2012,46.5917,8.1065
New Hampshire,2013,44.2000,6.7778
New Hampshire,2014,43.0500,6.1389
New Hampshire,2015,43.6167,6.4537
New Hampshire,2016,45.7333,7.6296
New Hampshire,2017,44.9333,7.1852
New Hampshire,2018,44.4500,6.9167
New Hampshire,2019,43.2417,6.2454
New Jersey,1895,49.8083,9.8935
New Jersey,1896,50.5250,10.2917
New Jersey,1897,50.5333,10.2963
New Jersey,1898,51.6083,10.8935
New Jersey,1899,50.3333,10.1852
New Jersey,1900,51.9167,11.0648
New Jersey,1901,49.8750,9.9306
New Jersey,1902,50.5750,10.3194
New Jersey,1903,50.3333,10.1852
New Jersey,1904,47.8250,8.7917
New Jersey,1905,49.8167,9.8981
New Jersey,1906,51.4583,10.8102
New Jersey,1907,48.8000,9.3333
New Jersey,1908,51.2583,10.6991
New Jersey,1909,50.5750,10.3194
New Jersey,1910,50.4500,10.2500
New Jersey,1911,51.2667,10.7037
New Jersey,1912,50.0417,10.0231
New Jersey,1913,52.8083,11.5602
New Jersey,1914,49.8333,9.9074
New Jersey,1915,50.9750,10.5417
New Jersey,1916,49.8500,9.9167
New Jersey,1917,48.3250,9.0694
New Jersey,1918,50.4333,10.2407
New Jersey,1919,51.5583,10.8657
New Jersey,1920,50.0583,10.0324
New Jersey,1921,53.0417,11.6898
New Jersey,1922,51.4167,10.7870
New Jersey,1923,50.6167,10.3426
New Jersey,1924,49.3750,9.6528
New Jersey,1925,51.0750,10.5972
New Jersey,1926,48.8750,9.3750
New Jersey,1927,50.8917,10.4954
New Jersey,1928,50.8167,10.4537
New Jersey,1929,51.3000,10.7222
New Jersey,1930,51.6917,10.9398
New Jersey,1931,53.2583,11.8102
New Jersey,1932,52.2417,11.2454
New Jersey,1933,51.8583,11.0324
New Jersey,1934,50.4917,10.2731
New Jersey,1935,50.5000,10.2778
New Jersey,1936,50.9500,10.5278
New Jersey,1937,51.6583,10.9213
New Jersey,1938,52.1833,11.2130
New Jersey,1939,51.7750,10.9861
New Jersey,1940,48.8750,9.3750
New Jersey,1941,51.9083,11.0602
New Jersey,1942,51.4833,10.8241
New Jersey,1943,50.9000,10.5000
New Jersey,1944,51.4917,10.8287
New Jersey,1945,51.5250,10.8472
New Jersey,1946,52.6250,11.4583
New Jersey,1947,51.2000,10.6667
New Jersey,1948,51.2667,10.7037
New Jersey,1949,53.8583,12.1435
New Jersey,1950,51.0667,10.5926
New Jersey,1951,52.1333,11.1852
New Jersey,1952,52.5000,11.3889
New Jersey,1953,53.5417,11.9676
New Jersey,1954,52.2083,11.2269
New Jersey,1955,52.0833,11.1574
New Jersey,1956,51.2833,10.7130
New Jersey,1957,52.4917,11.3843
New Jersey,1958,50.0333,10.0185
New Jersey,1959,52.8833,11.6019
New Jersey,1960,51.0667,10.5926
New Jersey,1961,51.4917,10.8287
New Jersey,1962,50.2333,10.1296
New Jersey,1963,50.4667,10.2593
New Jersey,1964,51.6083,10.8935
New Jersey,1965,51.0500,10.5833
New Jersey,1966,51.1417,10.6343
New Jersey,1967,50.3250,10.1806
New Jersey,1968,51.3167,10.7315
New Jersey,1969,51.2500,10.6944
New Jersey,1970,51.4167,10.7870
New Jersey,1971,51.9583,11.0880
New Jersey,1972,50.9667,10.5370
New Jersey,1973,53.4167,11.8981
New Jersey,1974,52.0917,11.1620
New Jersey,1975,52.7833,11.5463
New Jersey,1976,51.1000,10.6111
New Jersey,1977,51.8167,11.0093
New Jersey,1978,50.2333,10.1296
New Jersey,1979,51.6250,10.9028
New Jersey,1980,51.6333,10.9074
New Jersey,1981,51.4833,10.8241
New Jersey,1982,51.4167,10.7870
New Jersey,1983,52.6250,11.4583
New Jersey,1984,52.2250,11.2361
New Jersey,1985,52.5000,11.3889
New Jersey,1986,52.2750,11.2639
New Jersey,1987,52.3833,11.3241
New Jersey,1988,51.5750,10.8750
New Jersey,1989,51.4667,10.8148
New Jersey,1990,54.4500,12.4722
New Jersey,1991,54.3917,12.4398
New Jersey,1992,51.2083,10.6713
New Jersey,1993,52.2250,11.2361
New Jersey,1994,52.1917,11.2176
New Jersey,1995,52.4583,11.3657
New Jersey,1996,51.5250,10.8472
New Jersey,1997,52.0500,11.1389
New Jersey,1998,55.1583,12.8657
New Jersey,1999,54.0833,12.2685
New Jersey,2000,52.1917,11.2176
New Jersey,2001,53.6417,12.0231
New Jersey,2002,54.3083,12.3935
New Jersey,2003,51.8417,11.0231
New Jersey,2004,53.0167,11.6759
New Jersey,2005,53.4500,11.9167
New Jersey,2006,54.9750,12.7639
New Jersey,2007,53.5833,11.9907
New Jersey,2008,53.6250,12.0139
New Jersey,2009,52.7333,11.5185
New Jersey,2010,54.6750,12.5972
New Jersey,2011,54.8583,12.6991
New Jersey,2012,55.8667,13.2593
New Jersey,2013,53.2083,11.7824
New Jersey,2014,51.9417,11.0787
New Jersey,2015,53.8667,12.1481
New Jersey,2016,54.9500,12.7500
New Jersey,2017,54.5917,12.5509
New Jersey,2018,54.1750,12.3194
New Jersey,2019,54.2917,12.3843
New Mexico,1895,51.1667,10.6481
New Mexico,1896,53.7917,12.1065
New Mexico,1897,52.4833,11.3796
New Mexico,1898,52.0917,11.1620
New Mexico,1899,52.5083,11.3935
New Mexico,1900,53.7167,12.0648
New Mexico,1901,53.4250,11.9028
New Mexico,1902,53.1000,11.7222
New Mexico,1903,51.7500,10.9722
New Mexico,1904,52.9750,11.6528
New Mexico,1905,51.6750,10.9306
New Mexico,1906,52.2083,11.2269
New Mexico,1907,53.1750,11.7639
New Mexico,1908,52.0833,11.1574
New Mexico,1909,52.4250,11.3472
New Mexico,1910,54.6833,12.6019
New Mexico,1911,53.0083,11.6713
New Mexico,1912,50.7500,10.4167
New Mexico,1913,50.9750,10.5417
New Mexico,1914,52.8500,11.5833
New Mexico,1915,51.3500,10.7500
New Mexico,1916,53.1750,11.7639
New Mexico,1917,52.5083,11.3935
New Mexico,1918,52.2500,11.2500
New Mexico,1919,51.5583,10.8657
New Mexico,1920,51.9583,11.0880
New Mexico,1921,53.9417,12.1898
New Mexico,1922,53.1917,11.7731
New Mexico,1923,52.1250,11.1806
New Mexico,1924,52.2500,11.2500
New Mexico,1925,53.1917,11.7731
New Mexico,1926,52.5000,11.3889
New Mexico,1927,53.9333,12.1852
New Mexico,1928,52.6833,11.4907
New Mexico,1929,51.6833,10.9352
New Mexico,1930,52.2083,11.2269
New Mexico,1931,52.4583,11.3657
New Mexico,1932,51.6417,10.9120
New Mexico,1933,52.9250,11.6250
New Mexico,1934,55.2667,12.9259
New Mexico,1935,53.0417,11.6898
New Mexico,1936,53.2500,11.8056
New Mexico,1937,52.7917,11.5509
New Mexico,1938,53.0417,11.6898
New Mexico,1939,52.8167,11.5648
New Mexico,1940,53.0833,11.7130
New Mexico,1941,52.0500,11.1389
New Mexico,1942,52.5500,11.4167
New Mexico,1943,53.5750,11.9861
New Mexico,1944,51.7917,10.9954
New Mexico,1945,52.8583,11.5880
New Mexico,1946,53.5833,11.9907
New Mexico,1947,52.6500,11.4722
New Mexico,1948,52.4750,11.3750
New Mexico,1949,52.1000,11.1667
New Mexico,1950,54.2333,12.3519
New Mexico,1951,52.9583,11.6435
New Mexico,1952,52.7250,11.5139
New Mexico,1953,53.3333,11.8519
New Mexico,1954,54.9417,12.7454
New Mexico,1955,52.5417,11.4120
New Mexico,1956,53.4083,11.8935
New Mexico,1957,53.1167,11.7315
New Mexico,1958,53.2083,11.7824
New Mexico,1959,52.9833,11.6574
New Mexico,1960,52.2500,11.2500
New Mexico,1961,52.1667,11.2037
New Mexico,1962,53.2917,11.8287
New Mexico,1963,53.5500,11.9722
New Mexico,1964,51.7167,10.9537
New Mexico,1965,52.5833,11.4352
New Mexico,1966,52.5583,11.4213
New Mexico,1967,53.0167,11.6759
New Mexico,1968,51.9667,11.0926
New Mexico,1969,53.1667,11.7593
New Mexico,1970,52.2500,11.2500
New Mexico,1971,52.2167,11.2315
New Mexico,1972,53.0417,11.6898
New Mexico,1973,51.4833,10.8241
New Mexico,1974,52.7833,11.5463
New Mexico,1975,51.3500,10.7500
New Mexico,1976,51.8750,11.0417
New Mexico,1977,53.7000,12.0556
New Mexico,1978,53.2250,11.7917
New Mexico,1979,51.8000,11.0000
New Mexico,1980,53.6333,12.0185
New Mexico,1981,54.3500,12.4167
New Mexico,1982,52.5833,11.4352
New Mexico,1983,52.5083,11.3935
New Mexico,1984,52.3917,11.3287
New Mexico,1985,52.8417,11.5787
New Mexico,1986,53.5750,11.9861
New Mexico,1987,51.9167,11.0648
New Mexico,1988,52.6333,11.4630
New Mexico,1989,53.9833,12.2130
New Mexico,1990,53.2667,11.8148
New Mexico,1991,52.5083,11.3935
New Mexico,1992,52.5583,11.4213
New Mexico,1993,53.1417,11.7454
New Mexico,1994,54.4417,12.4676
New Mexico,1995,54.3167,12.3981
New Mexico,1996,54.6750,12.5972
New Mexico,1997,52.9000,11.6111
New Mexico,1998,54.1833,12.3241
New Mexico,1999,54.3333,12.4074
New Mexico,2000,55.2083,12.8935
New Mexico,2001,54.5750,12.5417
New Mexico,2002,54.3833,12.4352
New Mexico,2003,55.4833,13.0463
New Mexico,2004,53.5417,11.9676
New Mexico,2005,54.7167,12.6204
New Mexico,2006,54.7417,12.6343
New Mexico,2007,54.2167,12.3426
New Mexico,2008,53.6417,12.0231
New Mexico,2009,54.2750,12.3750
New Mexico,2010,54.1750,12.3194
New Mexico,2011,54.6167,12.5648
New Mexico,2012,56.0000,13.3333
New Mexico,2013,53.6750,12.0417
New Mexico,2014,54.8083,12.6713
New Mexico,2015,54.9417,12.7454
New Mexico,2016,55.5250,13.0694
New Mexico,2017,56.3833,13.5463
New Mexico,2018,55.5083,13.0602
New Mexico,2019,54.4333,12.4630
New York,1895,43.4583,6.3657
New York,1896,44.0583,6.6991
New York,1897,44.3500,6.8611
New York,1898,45.9500,7.7500
New York,1899,44.6750,7.0417
New York,1900,45.1917,7.3287
New York,1901,43.8750,6.5972
New York,1902,44.1417,6.7454
New York,1903,44.0583,6.6991
New York,1904,41.2833,5.1574
New York,1905,43.1583,6.1991
New York,1906,44.6083,7.0046
New York,1907,42.5167,5.8426
New York,1908,44.7750,7.0972
New York,1909,44.0583,6.6991
New York,1910,44.1333,6.7407
New York,1911,44.9333,7.1852
New York,1912,42.9667,6.0926
New York,1913,46.0917,7.8287
New York,1914,42.9333,6.0741
New York,1915,44.5667,6.9815
New York,1916,43.7667,6.5370
New York,1917,41.0833,5.0463
New York,1918,43.8000,6.5556
New York,1919,45.1250,7.2917
New York,1920,43.4500,6.3611
New York,1921,46.8667,8.2593
New York,1922,44.9333,7.1852
New York,1923,43.3417,6.3009
New York,1924,42.3750,5.7639
New York,1925,44.0417,6.6898
New York,1926,41.6750,5.3750
New York,1927,44.5250,6.9583
New York,1928,44.3583,6.8657
New York,1929,44.1333,6.7407
New York,1930,45.2333,7.3519
New York,1931,46.7333,8.1852
New York,1932,45.3750,7.4306
New York,1933,45.3333,7.4074
New York,1934,43.7000,6.5000
New York,1935,43.4083,6.3380
New York,1936,44.2833,6.8241
New York,1937,45.1917,7.3287
New York,1938,45.7583,7.6435
New York,1939,44.4167,6.8981
New York,1940,42.1750,5.6528
New York,1941,45.1500,7.3056
New York,1942,44.9500,7.1944
New York,1943,43.2750,6.2639
New York,1944,44.6583,7.0324
New York,1945,44.5583,6.9769
New York,1946,45.7833,7.6574
New York,1947,44.8083,7.1157
New York,1948,44.7000,7.0556
New York,1949,47.1083,8.3935
New York,1950,44.1500,6.7500
New York,1951,45.0000,7.2222
New York,1952,45.8833,7.7130
New York,1953,47.0417,8.3565
New York,1954,45.0250,7.2361
New York,1955,45.3917,7.4398
New York,1956,43.8333,6.5741
New York,1957,45.3750,7.4306
New York,1958,43.0750,6.1528
New York,1959,45.4333,7.4630
New York,1960,44.2667,6.8148
New York,1961,44.7750,7.0972
New York,1962,43.4583,6.3657
New York,1963,43.3000,6.2778
New York,1964,44.9250,7.1806
New York,1965,43.6750,6.4861
New York,1966,44.0667,6.7037
New York,1967,43.7500,6.5278
New York,1968,43.9250,6.6250
New York,1969,44.1500,6.7500
New York,1970,44.0833,6.7130
New York,1971,44.3417,6.8565
New York,1972,43.0833,6.1574
New York,1973,46.3750,7.9861
New York,1974,44.2000,6.7778
New York,1975,45.4833,7.4907
New York,1976,43.1917,6.2176
New York,1977,44.4917,6.9398
New York,1978,42.8667,6.0370
New York,1979,44.6000,7.0000
New York,1980,43.6083,6.4491
New York,1981,44.6500,7.0278
New York,1982,44.3583,6.8657
New York,1983,45.5167,7.5093
New York,1984,45.2000,7.3333
New York,1985,44.6833,7.0463
New York,1986,45.0833,7.2685
New York,1987,45.6583,7.5880
New York,1988,44.8417,7.1343
New York,1989,43.8000,6.5556
New York,1990,47.2750,8.4861
New York,1991,47.0833,8.3796
New York,1992,43.7667,6.5370
New York,1993,44.1750,6.7639
New York,1994,44.3417,6.8565
New York,1995,45.2250,7.3472
New York,1996,44.5333,6.9630
New York,1997,44.3250,6.8472
New York,1998,48.3417,9.0787
New York,1999,46.8917,8.2731
New York,2000,44.8750,7.1528
New York,2001,46.9333,8.2963
New York,2002,46.8333,8.2407
New York,2003,44.5167,6.9537
New York,2004,45.1667,7.3148
New York,2005,46.2250,7.9028
New York,2006,47.6333,8.6852
New York,2007,45.6583,7.5880
New York,2008,45.7750,7.6528
New York,2009,45.0167,7.2315
New York,2010,47.2500,8.4722
New York,2011,47.1250,8.4028
New York,2012,48.8417,9.3565
New York,2013,45.7250,7.6250
New York,2014,44.5083,6.9491
New York,2015,45.6917,7.6065
New York,2016,47.6417,8.6898
New York,2017,46.9167,8.2870
New York,2018,46.1917,7.8843
New York,2019,45.2583,7.3657
North Carolina,1895,56.8583,13.8102
North Carolina,1896,59.2333,15.1296
North Carolina,1897,58.8833,14.9352
North Carolina,1898,58.9750,14.9861
North Carolina,1899,58.3750,14.6528
North Carolina,1900,59.4333,15.2407
North Carolina,1901,56.8917,13.8287
North Carolina,1902,58.1917,14.5509
North Carolina,1903,57.8667,14.3704
North Carolina,1904,56.4667,13.5926
North Carolina,1905,57.6583,14.2546
North Carolina,1906,58.7167,14.8426
North Carolina,1907,57.8167,14.3426
North Carolina,1908,58.6083,14.7824
North Carolina,1909,58.2250,14.5694
North Carolina,1910,57.7000,14.2778
North Carolina,1911,59.7833,15.4352
North Carolina,1912,57.7500,14.3056
North Carolina,1913,59.3833,15.2130
North Carolina,1914,57.8000,14.3333
North Carolina,1915,58.1500,14.5278
North Carolina,1916,58.5417,14.7454
North Carolina,1917,56.3833,13.5463
North Carolina,1918,58.3917,14.6620
North Carolina,1919,59.3000,15.1667
North Carolina,1920,57.4667,14.1481
North Carolina,1921,60.7333,15.9630
North Carolina,1922,59.5500,15.3056
North Carolina,1923,58.9167,14.9537
North Carolina,1924,57.2583,14.0324
North Carolina,1925,59.5583,15.3102
North Carolina,1926,58.4417,14.6898
North Carolina,1927,59.4333,15.2407
North Carolina,1928,58.0667,14.4815
North Carolina,1929,58.5500,14.7500
North Carolina,1930,58.5583,14.7546
North Carolina,1931,59.6250,15.3472
North Carolina,1932,59.9667,15.5370
North Carolina,1933,60.4667,15.8148
North Carolina,1934,58.7833,14.8796
North Carolina,1935,58.6417,14.8009
North Carolina,1936,58.6333,14.7963
North Carolina,1937,58.5083,14.7269
North Carolina,1938,59.7667,15.4259
North Carolina,1939,59.9083,15.5046
North Carolina,1940,57.1417,13.9676
North Carolina,1941,59.1000,15.0556
North Carolina,1942,58.9667,14.9815
North Carolina,1943,58.6750,14.8194
North Carolina,1944,58.4583,14.6991
North Carolina,1945,59.2583,15.1435
